id_commande,id_client,id_produit,date_commande,quantite,prix_unitaire,statut,ville_livraison,mode_paiement,id_livreur,date_livraison
CMD007993,CLI00580,P005,Dec 09 2024,0,2799,LIVRE,Fès,Cash à la livraison,LIV003,2024-12-17
CMD036933,CLI04538,P002,29/12/2022,2,9499,annule,Casablanca,Apple Pay,LIV015,2023-01-07
CMD012480,CLI02120,P018,Jan 24 2023,4,1799,LIVRE,Oujda,Western Union,LIV013,2023-02-01
CMD027953,CLI01388,P039,2023-06-04,5,189,livré,El Jadida,Carte bancaire,LIV001,2023-06-14
CMD030707,CLI01301,P028,21/10/2023,4,599,OK,Tanger,Carte bancaire,LIV007,2023-10-29
CMD016244,CLI03851,P010,2022-10-14,3,6499,annule,Casablanca,Western Union,LIV005,2022-10-22
CMD002132,CLI04114,P039,2022-05-03,3,189,DONE,Agadir,Google Pay,,2022-05-07
CMD004539,CLI02697,P028,Jul 23 2022,-1,599,DONE,Marrakech,Virement bancaire,,2022-07-29
CMD024112,CLI00073,P012,May 06 2023,1,7999,livre,Tanger,Wafacash,LIV005,2023-05-14
CMD023548,CLI00328,P008,2024-01-16,1,1299,LIVRE,Tétouan,Google Pay,,2024-01-22
CMD039625,CLI03192,P019,Jul 07 2022,3,1299,DONE,Casablanca,Apple Pay,LIV004,2022-07-17
CMD024603,CLI02214,P036,06/05/2022,1,899,livre,Tanger,Cash à la livraison,LIV012,2022-05-12
CMD031502,CLI02537,P008,02/01/2022,1,1299,DONE,Tanger,PayPal,LIV011,2022-01-10
CMD046052,CLI03937,P038,06/02/2024,2,299,annulé,Marrakech,Virement bancaire,LIV011,2024-02-15
CMD015172,CLI04212,P004,2023-05-30,3,3999,LIVRE,Oujda,Western Union,LIV001,2023-06-02
CMD003733,CLI01096,P018,Jul 22 2023,1,1799,livre,Tanger,Cash à la livraison,LIV005,2023-07-23
CMD003941,CLI04249,P043,2022-02-26,1,59,en_cours,marrakesh,Apple Pay,LIV007,2022-03-03
CMD033552,CLI04631,P003,2024-03-13,1,11999,annule,Béni Mellal,Wafacash,LIV001,2024-03-20
CMD027302,CLI03009,P018,28/06/2024,3,1799,LIVRE,Casablanca,Virement bancaire,LIV001,2024-06-30
CMD004930,CLI02135,P003,Sep 14 2024,0,11999,LIVRE,Casablanca,PayPal,LIV006,2024-09-17
CMD027272,CLI03165,P011,23/08/2023,4,5999,en_cours,tétouan,Wafacash,LIV009,2023-09-01
CMD045764,CLI03047,P014,Apr 05 2023,3,8999,livré,Rabat,Western Union,LIV006,2023-04-08
CMD029972,CLI02422,P002,16/12/2023,1,9499,KO,Marrakech,Carte bancaire,LIV004,2023-12-17
CMD037153,CLI04600,P019,Mar 17 2022,2,1299,livré,marrakesh,Virement bancaire,LIV001,2022-03-27
CMD012466,CLI01393,P021,26/11/2023,0,799,livre,Tanger,Carte bancaire,,2023-11-30
CMD049224,CLI01995,P001,Jun 08 2024,1,12999,annule,Tanger,PayPal,LIV013,2024-06-12
CMD014267,CLI03434,P040,2022-04-17,1,149,livré,Casablanca,Western Union,,2022-04-20
CMD046026,CLI04678,P022,06/09/2022,1,349,DONE,Casablanca,Carte bancaire,,2022-09-08
CMD012700,CLI01465,P013,05/05/2022,1,5499,en_cours,RABAT,Cash à la livraison,LIV012,2022-05-14
CMD001760,CLI04802,P038,2024-03-18,2,299,livré,Fès,Apple Pay,LIV003,2024-03-28
CMD012285,CLI00048,P015,04/05/2023,1,14999,en_cours,Tanger,PayPal,,2023-05-11
CMD046437,CLI04274,P021,Dec 22 2024,1,799,livre,Agadir,Google Pay,LIV012,2024-12-29
CMD008144,CLI02394,P026,Sep 13 2022,0,1499,OK,fez,Virement bancaire,LIV009,2022-09-21
CMD027378,CLI04157,P019,2023-08-23,1,1299,livré,Tanger,PayPal,LIV008,2023-09-01
CMD040026,CLI00007,P016,01/03/2022,1,4299,KO,Tanger,PayPal,LIV005,2022-03-07
CMD017536,CLI00343,P019,04/02/2024,2,1299,livré,Casablanca,Google Pay,LIV007,2024-02-09
CMD032955,CLI01351,P006,2022-11-30,2,3499,DONE,Safi,Google Pay,LIV013,2022-12-10
CMD041383,CLI01839,P018,06/04/2023,0,1799,livre,Tanger,Cash à la livraison,LIV013,2023-04-14
CMD038518,CLI04732,P006,2023-08-15,1,3499,en_cours,Fès,Google Pay,LIV013,2023-08-22
CMD003817,CLI02983,P020,09/05/2023,2,2899,livré,Fes,Western Union,LIV010,2023-05-14
CMD019251,CLI02695,P040,2024-01-22,1,149,LIVRE,Agadir,Wafacash,LIV005,2024-01-30
CMD031936,CLI03154,P034,Sep 27 2024,1,599,livré,AGADIR,Wafacash,LIV009,2024-09-28
CMD030118,CLI04843,P024,2024-02-20,1,799,DONE,Tanger,Virement bancaire,LIV002,2024-02-26
CMD035799,CLI04288,P042,Jul 03 2023,1,129,livre,Marrakech,Apple Pay,LIV005,2023-07-07
CMD033386,CLI02479,P025,2023-08-23,1,499,OK,Tanger,PayPal,LIV004,2023-08-31
CMD014231,CLI01436,P030,Jun 20 2022,1,899,DONE,Tanger,Virement bancaire,LIV007,2022-06-24
CMD009954,CLI01059,P003,04/10/2022,2,11999,livre,Tanger,PayPal,LIV010,2022-10-07
CMD030663,CLI04387,P023,15/08/2023,1,1299,DONE,Oujda,PayPal,LIV008,2023-08-20
CMD004763,CLI04798,P018,23/12/2022,2,1799,livre,Fès,Wafacash,LIV014,2023-01-01
CMD008763,CLI03004,P020,28/11/2024,1,2899,livré,Tanger,Virement bancaire,LIV011,2024-12-06
CMD009084,CLI04798,P003,31/12/2022,1,11999,livré,Tanger,PayPal,LIV001,2023-01-07
CMD020904,CLI04351,P004,10/03/2024,1,3999,LIVRE,Taza,Wafacash,LIV015,2024-03-17
CMD014281,CLI01542,P037,May 03 2022,2,249,annulé,Agadir,Wafacash,,2022-05-11
CMD026093,CLI04045,P012,Feb 15 2023,1,7999,LIVRE,TANGER,PayPal,LIV013,2023-02-23
CMD016233,CLI04144,P028,02/06/2022,1,599,DONE,Marrakech,Wafacash,,2022-06-10
CMD046376,CLI02357,P033,Jul 26 2022,3,1499,en_cours,fez,Wafacash,LIV014,2022-07-27
CMD043390,CLI03655,P040,2024-12-01,1,149,livré,tanger,Apple Pay,LIV004,2024-12-09
CMD010184,CLI01056,P008,Aug 02 2023,1,1299,livré,Casablanca,Virement bancaire,LIV014,2023-08-05
CMD039135,CLI04879,P013,2023-03-21,0,5499,livré,agadir,Google Pay,LIV002,2023-03-31
CMD018850,CLI04120,P049,18/06/2023,2,79,livré,Tanger,Virement bancaire,LIV001,2023-06-20
CMD005504,CLI03057,P023,01/08/2024,1,1299,LIVRE,Casablanca,Google Pay,LIV003,2024-08-05
CMD016593,CLI01957,P018,13/02/2022,1,1799,livre,Casablanca,Google Pay,LIV003,2022-02-23
CMD010436,CLI03603,P008,2024-03-06,2,1299,livré,tng,Virement bancaire,LIV011,2024-03-11
CMD040219,CLI02214,P032,May 26 2022,1,1299,en_cours,Casablanca,Wafacash,LIV007,2022-05-27
CMD009096,CLI00351,P028,2023-12-26,2,599,OK,Tanger,PayPal,LIV003,2024-01-02
CMD047974,CLI04825,P021,Aug 03 2022,1,799,livre,Marrakech,Western Union,LIV003,2022-08-08
CMD011186,CLI02700,P029,Jul 25 2023,1,899,retourne,Tanger,Western Union,LIV010,2023-08-01
CMD031721,CLI03961,P023,Feb 16 2024,3,1299,OK,Nador,Cash à la livraison,LIV003,2024-02-18
CMD042844,CLI03187,P001,08/11/2022,1,12999,LIVRE,Casablanca,Wafacash,LIV003,2022-11-16
CMD026587,CLI02325,P033,07/06/2023,1,1499,DONE,Marrakech,Wafacash,LIV014,2023-06-10
CMD033551,CLI02460,P009,26/06/2023,0,13999,livré,MARRAKECH,Carte bancaire,LIV011,2023-07-03
CMD035711,CLI02044,P003,2022-08-09,3,11999,OK,Agadir,Wafacash,LIV003,2022-08-16
CMD031392,CLI04012,P020,25/10/2022,3,2899,OK,Agadir,Carte bancaire,LIV009,2022-11-04
CMD006782,CLI02431,P004,24/04/2023,1,3999,DONE,Tétouan,Carte bancaire,LIV007,2023-04-25
CMD029182,CLI01431,P014,2023-05-03,4,8999,DONE,Tnja,Virement bancaire,LIV004,2023-05-06
CMD028796,CLI04513,P019,01/10/2022,1,1299,OK,Tanger,Virement bancaire,LIV009,2022-10-08
CMD031370,CLI00328,P050,Sep 02 2022,1,22,LIVRE,Tanger,Wafacash,LIV007,2022-09-07
CMD032958,CLI03375,P048,04/02/2023,1,69,retourné,NADOR,Wafacash,LIV008,2023-02-13
CMD035569,CLI00274,P001,May 05 2023,1,12999,livré,Agadir,Apple Pay,LIV010,2023-05-13
CMD040412,CLI00611,P047,2022-12-01,2,29,LIVRE,casa,Cash à la livraison,LIV011,2022-12-02
CMD046426,CLI01226,P023,2024-10-03,1,1299,LIVRE,Casablanca,PayPal,LIV014,2024-10-10
CMD041619,CLI04405,P006,24/02/2023,2,3499,livré,Rabat,Virement bancaire,LIV001,2023-02-25
CMD004749,CLI01269,P020,06/04/2022,1,0,livre,Casablanca,Virement bancaire,,2022-04-08
CMD016292,CLI02684,P026,2024-07-12,1,1499,LIVRE,Tnja,Carte bancaire,LIV006,2024-07-13
CMD025806,CLI03954,P009,Feb 11 2022,2,13999,KO,Casablanca,Wafacash,LIV014,2022-02-17
CMD005544,CLI04315,P004,10/04/2023,1,3999,livre,fez,Carte bancaire,LIV012,2023-04-12
CMD003416,CLI03272,P039,2022-06-18,1,189,livre,Agadir,PayPal,LIV001,2022-06-23
CMD011429,CLI01334,P023,Jun 18 2024,1,1299,DONE,Tanger,Western Union,LIV006,2024-06-24
CMD003046,CLI03176,P018,09/02/2023,1,1799,OK,Marrakech,Wafacash,LIV003,2023-02-13
CMD043114,CLI01062,P004,15/02/2022,1,3999,LIVRE,Rabat,PayPal,LIV007,2022-02-19
CMD025814,CLI01012,P004,2024-03-02,1,3999,DONE,Casablanca,Western Union,,2024-03-05
CMD018270,CLI04276,P009,2022-05-30,3,13999,annule,Casablanca,Google Pay,LIV013,2022-05-31
CMD001976,CLI00828,P005,22/09/2024,1,2799,livré,Casablanca,PayPal,LIV006,2024-09-25
CMD022245,CLI03543,P005,2022-09-22,1,2799,livré,Tanger,Google Pay,LIV013,2022-09-25
CMD001697,CLI04069,P005,Jun 18 2022,2,2799,en_cours,Tanger,Apple Pay,LIV006,2022-06-27
CMD008611,CLI04407,P005,Mar 31 2023,1,2799,en_cours,Casablanca,Virement bancaire,LIV005,2023-04-10
CMD019621,CLI04701,P018,2022-11-13,1,1799,livre,Casablanca,Wafacash,LIV006,2022-11-14
CMD048222,CLI04606,P011,2023-04-01,2,5999,DONE,Marrakech,Carte bancaire,LIV009,2023-04-07
CMD041353,CLI02693,P006,May 04 2022,5,3499,livré,Fès,Virement bancaire,LIV007,2022-05-09
CMD007516,CLI04780,P004,31/10/2023,2,3999,en_cours,Agadir,Google Pay,,2023-11-04
CMD000340,CLI00086,P017,2022-08-02,1,2199,livré,Rabat,PayPal,LIV008,2022-08-11
CMD022469,CLI02109,P017,May 20 2023,1,2199,livre,Rabat,Virement bancaire,LIV009,2023-05-22
CMD028345,CLI00192,P010,Jun 16 2023,1,6499,DONE,Tanger,Cash à la livraison,LIV004,2023-06-24
CMD036341,CLI01716,P008,May 12 2023,4,1299,LIVRE,TANGER,Wafacash,LIV004,2023-05-17
CMD046171,CLI00605,P020,2022-08-27,1,2899,retourné,Safi,Cash à la livraison,LIV009,2022-09-06
CMD049720,CLI01750,P012,Oct 23 2022,1,7999,livré,Tnja,Carte bancaire,LIV009,2022-10-24
CMD021882,CLI01320,P013,Jan 04 2022,1,5499,DONE,Tanger,Carte bancaire,LIV003,2022-01-10
CMD017613,CLI04350,P024,Jul 09 2023,1,799,OK,Tanger,Carte bancaire,LIV013,2023-07-14
CMD044615,CLI01509,P023,2022-10-21,2,1299,livré,Fès,Virement bancaire,,2022-10-25
CMD003070,CLI01448,P033,2023-05-18,1,1499,DONE,Marrakech,Google Pay,LIV002,2023-05-25
CMD007009,CLI01470,P017,2024-07-16,2,2199,en_cours,Tanger,Virement bancaire,LIV010,2024-07-26
CMD037058,CLI00217,P009,Mar 08 2023,1,13999,livré,fes,Google Pay,LIV001,2023-03-09
CMD043510,CLI00064,P024,Feb 19 2024,1,799,LIVRE,Casablanca,Western Union,LIV004,2024-02-25
CMD035866,CLI00036,P017,Aug 13 2024,1,0,livré,Tanger,Cash à la livraison,LIV005,2024-08-22
CMD028360,CLI03799,P020,Feb 18 2022,1,2899,livré,Rabat,Virement bancaire,LIV013,2022-02-26
CMD014153,CLI03175,P029,2023-01-23,1,899,livré,Tanger,Wafacash,LIV011,2023-01-25
CMD000707,CLI01875,P022,2022-10-15,1,349,livre,Fès,Google Pay,LIV015,2022-10-18
CMD042248,CLI04318,P039,23/07/2024,1,189,livre,MARRAKECH,Carte bancaire,LIV002,2024-07-25
CMD028177,CLI01191,P031,Nov 06 2022,1,349,livre,Tanger,Virement bancaire,LIV010,2022-11-15
CMD034347,CLI02743,P019,23/03/2023,1,1299,LIVRE,SAFI,PayPal,LIV002,2023-03-29
CMD001209,CLI02279,P020,25/07/2023,1,2899,LIVRE,Casablanca,Google Pay,LIV014,2023-07-28
CMD025176,CLI02140,P017,Nov 22 2023,4,2199,KO,Rabat,Apple Pay,LIV001,2023-11-30
CMD045351,CLI04573,P031,Jan 02 2024,4,349,livré,Casablanca,PayPal,LIV011,2024-01-05
CMD046954,CLI03583,P032,Nov 22 2024,1,0,livre,Rabat,Carte bancaire,LIV012,2024-12-02
CMD016269,CLI02773,P017,Sep 13 2022,1,2199,en_cours,Tanger,Carte bancaire,LIV007,2022-09-16
CMD020981,CLI02492,P010,Jul 13 2022,4,6499,LIVRE,Tanger,Virement bancaire,LIV011,2022-07-15
CMD012838,CLI02484,P004,Jan 26 2022,2,0,DONE,Rabat,Western Union,LIV004,2022-02-03
CMD045612,CLI04129,P020,2022-05-06,1,2899,livre,Casablanca,Apple Pay,LIV007,2022-05-08
CMD010323,CLI03228,P029,17/11/2024,1,899,KO,Casablanca,Wafacash,LIV005,2024-11-23
CMD029121,CLI03905,P013,23/11/2022,1,5499,en_cours,tangier,Western Union,LIV010,2022-11-25
CMD022329,CLI02949,P026,11/11/2023,1,1499,livre,Casablanca,Cash à la livraison,LIV004,2023-11-18
CMD026064,CLI04848,P029,Nov 20 2023,1,899,DONE,Oujda,Western Union,LIV009,2023-11-30
CMD023134,CLI04071,P049,Feb 04 2023,3,79,annule,Fès,Apple Pay,LIV005,2023-02-13
CMD039189,CLI00031,P011,Jan 12 2024,1,5999,DONE,Marrakech,Carte bancaire,LIV010,2024-01-13
CMD018197,CLI00610,P014,26/12/2023,1,8999,livre,Tanger,Wafacash,LIV004,2023-12-31
CMD003845,CLI02638,P008,Feb 05 2024,0,1299,LIVRE,Tanger,Carte bancaire,LIV012,2024-02-14
CMD017032,CLI00085,P008,Mar 10 2022,1,1299,DONE,Casablanca,Carte bancaire,LIV002,2022-03-20
CMD008325,CLI01431,P013,Aug 19 2023,-1,5499,DONE,Casablanca,Wafacash,LIV007,2023-08-29
CMD020468,CLI02494,P019,May 27 2022,2,1299,LIVRE,Tanger,Western Union,LIV007,2022-06-03
CMD028426,CLI03849,P007,Aug 13 2023,2,2299,annule,Casablanca,Google Pay,LIV008,2023-08-14
CMD023225,CLI00875,P009,Mar 25 2022,1,13999,livre,Casablanca,Apple Pay,LIV003,2022-04-02
CMD048648,CLI03707,P009,Mar 24 2024,1,13999,retourne,Casablanca,Cash à la livraison,LIV001,2024-03-30
CMD007756,CLI01897,P019,18/05/2022,2,1299,LIVRE,RABAT,Virement bancaire,LIV002,2022-05-26
CMD027033,CLI02821,P017,Apr 15 2024,1,2199,livre,Tanger,PayPal,LIV004,2024-04-17
CMD040662,CLI03761,P011,18/04/2024,2,5999,en_cours,Tanger,Apple Pay,LIV009,2024-04-27
CMD043971,CLI02787,P018,30/05/2022,1,1799,livré,Marrakech,Apple Pay,LIV004,2022-06-09
CMD012187,CLI03653,P048,2023-06-17,1,69,DONE,Tanger,Apple Pay,LIV015,2023-06-27
CMD033196,CLI01638,P028,2024-08-11,4,0,LIVRE,rabat,Carte bancaire,LIV011,2024-08-21
CMD014320,CLI03217,P008,2024-02-17,1,1299,OK,Fès,Google Pay,LIV002,2024-02-19
CMD040676,CLI01910,P020,Apr 28 2024,1,2899,DONE,Tanger,Apple Pay,LIV007,2024-05-04
CMD038892,CLI02546,P010,16/01/2023,1,6499,livré,Tanger,PayPal,LIV011,2023-01-25
CMD000609,CLI02907,P004,Feb 18 2023,1,3999,livre,EL JADIDA,Cash à la livraison,LIV005,2023-02-25
CMD024276,CLI01975,P008,05/06/2023,1,1299,OK,Agadir,Virement bancaire,LIV008,2023-06-11
CMD011184,CLI03319,P050,02/04/2022,3,22,DONE,Marrakech,Western Union,LIV004,2022-04-12
CMD026284,CLI00255,P010,Sep 25 2023,1,6499,KO,Casablanca,PayPal,LIV008,2023-09-30
CMD005452,CLI03052,P034,23/06/2022,1,599,LIVRE,Fès,PayPal,LIV015,2022-06-29
CMD012689,CLI02925,P007,19/07/2022,1,2299,LIVRE,Tanger,Cash à la livraison,LIV010,2022-07-27
CMD008192,CLI01013,P011,2024-11-27,0,5999,livré,Tnja,PayPal,LIV002,2024-11-28
CMD046050,CLI02483,P012,27/07/2024,3,7999,DONE,Nador,Western Union,LIV011,2024-08-04
CMD020182,CLI03406,P020,Apr 29 2023,1,2899,livre,Casablanca,Google Pay,LIV003,2023-05-09
CMD019681,CLI04119,P025,09/08/2022,1,499,en_cours,Tanger,PayPal,LIV001,2022-08-18
CMD005990,CLI00368,P022,2022-01-28,1,349,DONE,Tanger,Carte bancaire,LIV008,2022-02-06
CMD027695,CLI00164,P013,May 10 2024,3,5499,livre,Casablanca,PayPal,LIV009,2024-05-15
CMD048415,CLI02033,P040,03/04/2022,1,149,livre,Marrakech,Google Pay,LIV012,2022-04-05
CMD031523,CLI01675,P012,2022-06-18,2,7999,livre,Kénitra,Apple Pay,LIV009,2022-06-19
CMD023504,CLI04633,P021,May 04 2024,1,799,en_cours,Rabat,Carte bancaire,LIV014,2024-05-06
CMD044306,CLI00222,P015,Jul 08 2024,1,14999,OK,Tanger,Google Pay,LIV009,2024-07-17
CMD028140,CLI01462,P016,04/08/2023,1,4299,OK,Marrakech,Cash à la livraison,LIV002,2023-08-06
CMD037077,CLI01658,P006,08/04/2023,1,3499,annulé,Tanger,Cash à la livraison,LIV011,2023-04-14
CMD042988,CLI04501,P019,25/07/2024,1,1299,livre,Tétouan,Carte bancaire,LIV014,2024-08-02
CMD029412,CLI01566,P011,Sep 27 2023,1,5999,livre,Tanger,Google Pay,LIV001,2023-10-04
CMD045033,CLI02132,P016,18/04/2023,1,4299,en_cours,Casablanca,Carte bancaire,LIV014,2023-04-27
CMD009988,CLI00183,P050,Oct 09 2024,1,0,LIVRE,tng,Cash à la livraison,LIV004,2024-10-14
CMD004732,CLI04582,P017,27/05/2024,2,2199,livre,Tanger,Cash à la livraison,LIV003,2024-06-04
CMD049208,CLI04448,P012,06/01/2023,1,7999,livre,tanja,Google Pay,LIV006,2023-01-14
CMD026422,CLI02822,P033,19/01/2024,1,1499,livré,Tanger,Google Pay,LIV002,2024-01-26
CMD005364,CLI02752,P027,Mar 22 2024,1,699,livré,Casablanca,Wafacash,LIV009,2024-03-30
CMD036723,CLI02747,P011,02/02/2022,3,5999,LIVRE,Béni Mellal,Apple Pay,LIV003,2022-02-09
CMD029913,CLI02516,P010,2024-12-15,1,6499,en_cours,Tanger,Carte bancaire,,2024-12-19
CMD013632,CLI04797,P014,May 26 2023,1,8999,annule,Casablanca,Wafacash,LIV013,2023-06-01
CMD007908,CLI02338,P004,2023-08-25,1,3999,annulé,Tétouan,Cash à la livraison,LIV013,2023-08-30
CMD018912,CLI04915,P045,2024-12-31,3,49,livré,Tanger,Apple Pay,LIV015,2025-01-10
CMD035152,CLI00511,P012,2023-11-05,1,7999,retourne,Rabat,PayPal,LIV008,2023-11-07
CMD025348,CLI03104,P046,2022-11-11,1,35,LIVRE,Kenitra,Google Pay,LIV006,2022-11-17
CMD024808,CLI00388,P021,2022-11-18,3,799,LIVRE,fes,Google Pay,LIV005,2022-11-21
CMD024751,CLI02363,P035,Apr 01 2023,3,699,DONE,Tanger,Wafacash,LIV009,2023-04-03
CMD031146,CLI02506,P048,Apr 06 2022,1,69,livré,Tanger,Cash à la livraison,LIV007,2022-04-14
CMD039267,CLI01184,P012,Jul 21 2022,1,7999,livré,Rabat,PayPal,LIV009,2022-07-31
CMD041625,CLI00836,P032,2024-10-26,2,1299,en_cours,Tanger,Carte bancaire,LIV005,2024-10-31
CMD020734,CLI02287,P017,May 13 2024,1,2199,livré,Tanger,Virement bancaire,LIV013,2024-05-18
CMD025512,CLI04988,P046,23/05/2022,3,35,en_cours,Casablanca,PayPal,LIV010,2022-05-26
CMD021670,CLI00824,P034,11/02/2024,1,599,livre,Kenitra,Cash à la livraison,LIV007,2024-02-17
CMD014707,CLI01960,P027,Apr 09 2022,1,699,retourné,FES,Wafacash,LIV004,2022-04-17
CMD037913,CLI02867,P022,2024-02-19,2,349,livré,Tanger,Virement bancaire,,2024-02-25
CMD008953,CLI03482,P001,2024-03-01,5,12999,livre,Tanger,Carte bancaire,LIV013,2024-03-02
CMD000650,CLI03364,P031,2022-03-21,1,349,livre,nador,Cash à la livraison,LIV006,2022-03-25
CMD033036,CLI03233,P007,Sep 26 2023,1,2299,DONE,Marrakech,Google Pay,LIV005,2023-10-03
CMD049135,CLI00982,P007,2024-09-24,1,2299,DONE,Tanger,Apple Pay,LIV001,2024-10-04
CMD049281,CLI01950,P016,Jan 17 2023,1,4299,retourné,Tanger,Apple Pay,LIV015,2023-01-23
CMD030265,CLI02088,P003,2023-03-23,1,11999,livre,Tanger,Google Pay,LIV005,2023-03-26
CMD011333,CLI03318,P022,May 12 2022,1,349,livré,Rabat,Google Pay,LIV003,2022-05-13
CMD038764,CLI03754,P014,2023-06-14,1,8999,retourné,Tanger,Apple Pay,,2023-06-19
CMD037047,CLI02884,P008,2024-06-04,1,1299,LIVRE,Casablanca,PayPal,,2024-06-11
CMD017730,CLI03556,P002,19/08/2023,-2,9499,DONE,Meknès,Carte bancaire,LIV004,2023-08-28
CMD019039,CLI01951,P029,17/05/2023,2,899,retourne,Tanger,Virement bancaire,LIV012,2023-05-22
CMD010133,CLI03020,P004,26/02/2022,1,3999,LIVRE,Tanger,Virement bancaire,LIV009,2022-03-04
CMD031014,CLI00908,P018,11/06/2022,1,1799,LIVRE,Tanger,Apple Pay,LIV014,2022-06-17
CMD048582,CLI00278,P037,18/02/2022,2,249,KO,Nador,Carte bancaire,LIV005,2022-02-25
CMD013497,CLI02157,P038,Nov 30 2022,1,299,livré,Tanger,PayPal,LIV002,2022-12-01
CMD000034,CLI00959,P021,2024-12-16,1,799,livre,Tanger,Western Union,LIV014,2024-12-17
CMD031981,CLI03630,P033,2023-09-25,1,1499,livré,Fès,PayPal,,2023-10-04
CMD049898,CLI00781,P032,2023-07-16,1,1299,KO,marrakesh,Western Union,LIV004,2023-07-22
CMD043429,CLI01134,P022,2023-06-23,1,349,DONE,Tnja,Apple Pay,LIV013,2023-06-26
CMD003104,CLI00342,P006,29/05/2023,2,3499,en_cours,Marrakech,Western Union,LIV007,2023-06-07
CMD048763,CLI00875,P035,2024-06-27,1,699,livre,Nador,PayPal,LIV013,2024-07-01
CMD008392,CLI02314,P044,Dec 21 2022,3,89,OK,Tanger,PayPal,LIV009,2022-12-24
CMD021724,CLI00781,P024,2023-03-04,1,799,DONE,dar beida,Google Pay,LIV011,2023-03-12
CMD038565,CLI01014,P011,Jun 13 2022,1,5999,livré,Casablanca,Google Pay,LIV001,2022-06-23
CMD037944,CLI03167,P014,2022-05-02,2,8999,livré,Fès,Carte bancaire,,2022-05-08
CMD046160,CLI01592,P008,2022-12-19,1,1299,DONE,Fès,Cash à la livraison,LIV004,2022-12-20
CMD041915,CLI03351,P016,29/09/2023,1,4299,retourné,Casablanca,Wafacash,LIV005,2023-10-07
CMD026663,CLI02933,P024,Nov 04 2023,1,799,DONE,Tanger,Western Union,LIV004,2023-11-13
CMD007132,CLI01680,P040,Aug 17 2022,1,149,DONE,Marrakech,Carte bancaire,LIV009,2022-08-19
CMD026760,CLI00218,P016,10/07/2024,1,4299,LIVRE,Tanger,Wafacash,LIV008,2024-07-14
CMD006532,CLI04754,P001,31/03/2022,1,12999,LIVRE,Marrakech,Apple Pay,LIV009,2022-04-07
CMD020672,CLI01160,P002,2022-09-01,2,9499,annulé,Agadir,Google Pay,LIV005,2022-09-03
CMD043085,CLI04630,P042,2022-02-11,1,129,livre,Tanger,Virement bancaire,LIV004,2022-02-19
CMD018109,CLI03010,P047,25/07/2024,-2,29,OK,Oujda,Western Union,LIV015,2024-08-03
CMD049908,CLI02353,P021,16/09/2022,2,799,KO,Tanger,Western Union,LIV013,2022-09-24
CMD023343,CLI01907,P031,Oct 18 2022,-2,349,OK,Fès,Google Pay,LIV001,2022-10-21
CMD028073,CLI02318,P025,2024-10-10,2,499,livre,Casablanca,Carte bancaire,LIV005,2024-10-14
CMD045061,CLI00059,P027,2024-12-12,5,699,OK,Marrakech,Wafacash,LIV002,2024-12-14
CMD026543,CLI02475,P034,May 01 2023,1,599,livre,casa,Carte bancaire,LIV010,2023-05-06
CMD011546,CLI00532,P023,2023-12-11,1,1299,annule,Tanger,Virement bancaire,LIV007,2023-12-21
CMD031347,CLI01564,P027,Oct 31 2024,1,699,LIVRE,tng,PayPal,LIV011,2024-11-04
CMD036533,CLI04396,P018,09/07/2022,1,1799,LIVRE,Marrakech,Cash à la livraison,LIV009,2022-07-15
CMD014807,CLI02713,P012,2024-06-20,1,7999,annulé,marrakech,Cash à la livraison,,2024-06-26
CMD041537,CLI01286,P012,Sep 03 2023,1,7999,DONE,Tanger,PayPal,LIV007,2023-09-09
CMD042147,CLI02078,P003,02/09/2024,2,11999,livre,Fès,Cash à la livraison,LIV009,2024-09-11
CMD010874,CLI02791,P010,May 26 2023,1,6499,DONE,Agadir,Wafacash,LIV011,2023-06-01
CMD034802,CLI04855,P031,06/09/2022,2,349,LIVRE,Rabat,PayPal,LIV014,2022-09-08
CMD046971,CLI01976,P037,2022-11-12,1,249,livre,rabat,Western Union,LIV010,2022-11-18
CMD022073,CLI01289,P006,Apr 18 2023,1,3499,livre,tanja,Cash à la livraison,LIV012,2023-04-22
CMD021316,CLI04670,P021,May 13 2024,1,799,DONE,Fès,PayPal,LIV004,2024-05-23
CMD002872,CLI04469,P029,17/03/2024,1,899,DONE,Oujda,Wafacash,LIV006,2024-03-27
CMD038050,CLI02506,P011,2024-02-06,2,5999,retourné,Rabat,Western Union,LIV008,2024-02-11
CMD030042,CLI01863,P036,16/11/2024,1,899,livre,Rabat,Virement bancaire,LIV008,2024-11-20
CMD000480,CLI02766,P022,13/03/2023,1,349,livré,Meknès,Google Pay,LIV012,2023-03-16
CMD047359,CLI01648,P001,09/02/2023,1,12999,DONE,Casablanca,Apple Pay,LIV004,2023-02-10
CMD003162,CLI04175,P017,Jul 10 2022,1,2199,livre,Tanger,PayPal,LIV005,2022-07-20
CMD049115,CLI04144,P044,2024-09-18,2,89,livre,Tanger,Cash à la livraison,LIV006,2024-09-25
CMD037820,CLI01204,P014,May 10 2024,3,8999,livre,Tanger,Wafacash,LIV005,2024-05-11
CMD023796,CLI03001,P043,08/11/2024,1,59,OK,Tanger,Virement bancaire,LIV003,2024-11-17
CMD013884,CLI02108,P034,Sep 06 2022,1,599,livre,rabat,Western Union,,2022-09-11
CMD023440,CLI03439,P008,2024-08-19,1,1299,livre,Kenitra,Cash à la livraison,LIV014,2024-08-21
